               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 156,            0.022817,            0.017806,            0.022617,              0.7198,             0.67247,             0.73522,             0.59538,            0.017151,           0.0076697,            0.012584,            0.004885,            0.004885,            0.004885
                 157,            0.022807,            0.017756,            0.022575,             0.72074,             0.67201,             0.73519,             0.59516,            0.017154,           0.0076658,            0.012557,            0.004852,            0.004852,            0.004852
                 158,            0.022789,            0.017767,            0.022641,             0.72335,             0.66922,             0.73521,             0.59519,            0.017148,           0.0076636,            0.012555,            0.004819,            0.004819,            0.004819
                 159,            0.022759,             0.01776,            0.022545,              0.7247,             0.66839,              0.7354,             0.59577,            0.017137,           0.0076591,            0.012559,            0.004786,            0.004786,            0.004786
                 160,            0.022759,            0.017744,            0.022577,             0.72447,             0.66851,             0.73622,             0.59665,            0.017139,           0.0076556,            0.012555,            0.004753,            0.004753,            0.004753
                 161,            0.022746,            0.017763,            0.022554,             0.71366,             0.67711,             0.73655,              0.5971,            0.017144,            0.007653,             0.01255,             0.00472,             0.00472,             0.00472
                 162,            0.022687,            0.017699,             0.02248,             0.71469,             0.67663,             0.73707,             0.59752,            0.017145,           0.0076497,            0.012534,            0.004687,            0.004687,            0.004687
                 163,            0.022739,            0.017739,             0.02258,             0.71639,             0.67492,              0.7371,             0.59737,            0.017144,            0.007647,            0.012507,            0.004654,            0.004654,            0.004654
                 164,            0.022692,            0.017711,            0.022476,             0.71845,              0.6731,             0.73742,             0.59745,            0.017136,           0.0076428,            0.012482,            0.004621,            0.004621,            0.004621
                 165,             0.02269,            0.017686,            0.022473,             0.72208,             0.67107,             0.73746,             0.59769,            0.017124,           0.0076411,            0.012468,            0.004588,            0.004588,            0.004588
                 166,            0.022639,            0.017693,            0.022412,             0.72454,              0.6714,             0.73765,             0.59794,            0.017115,           0.0076379,            0.012459,            0.004555,            0.004555,            0.004555
                 167,            0.022636,            0.017686,            0.022526,             0.72046,             0.67865,             0.73792,             0.59822,            0.017113,           0.0076356,            0.012438,            0.004522,            0.004522,            0.004522
                 168,            0.022555,            0.017637,             0.02232,             0.72509,             0.67537,             0.73836,             0.59862,            0.017105,           0.0076331,            0.012427,            0.004489,            0.004489,            0.004489
                 169,            0.022615,            0.017682,             0.02234,             0.72547,             0.67588,             0.73857,             0.59878,            0.017087,           0.0076305,            0.012423,            0.004456,            0.004456,            0.004456
                 170,            0.022592,            0.017655,            0.022362,             0.72862,             0.67343,             0.73846,             0.59881,             0.01708,           0.0076271,            0.012431,            0.004423,            0.004423,            0.004423
                 171,            0.022545,            0.017646,            0.022319,             0.73004,             0.67267,               0.739,             0.59951,            0.017074,            0.007624,            0.012438,             0.00439,             0.00439,             0.00439
                 172,            0.022534,            0.017647,             0.02229,             0.73121,             0.67218,             0.73927,              0.5997,            0.017073,           0.0076207,            0.012441,            0.004357,            0.004357,            0.004357
                 173,            0.022516,            0.017613,            0.022265,             0.73192,             0.67276,             0.73965,             0.59961,            0.017066,           0.0076185,             0.01243,            0.004324,            0.004324,            0.004324
                 174,            0.022501,            0.017591,            0.022332,             0.72774,             0.67553,             0.73995,             0.60021,            0.017066,           0.0076166,            0.012409,            0.004291,            0.004291,            0.004291
                 175,             0.02247,            0.017603,            0.022217,             0.72608,             0.67738,             0.74021,             0.60055,            0.017061,            0.007616,            0.012413,            0.004258,            0.004258,            0.004258
                 176,            0.022436,            0.017552,            0.022162,             0.72759,             0.67751,               0.741,              0.6013,            0.017048,            0.007614,            0.012402,            0.004225,            0.004225,            0.004225
                 177,            0.022416,            0.017584,            0.022094,             0.72921,             0.67755,             0.74119,             0.60156,            0.017046,           0.0076107,            0.012383,            0.004192,            0.004192,            0.004192
                 178,            0.022425,            0.017553,            0.022203,              0.7262,             0.67823,              0.7418,              0.6022,            0.017043,           0.0076095,            0.012371,            0.004159,            0.004159,            0.004159
                 179,            0.022364,            0.017545,            0.022068,             0.72896,             0.67744,              0.7423,             0.60271,             0.01704,           0.0076057,             0.01236,            0.004126,            0.004126,            0.004126
                 180,            0.022363,            0.017569,             0.02216,             0.72994,             0.67693,             0.74291,             0.60342,            0.017036,           0.0076035,             0.01234,            0.004093,            0.004093,            0.004093
                 181,            0.022373,            0.017525,            0.022124,             0.73157,             0.67708,             0.74312,             0.60365,            0.017032,           0.0076014,            0.012341,             0.00406,             0.00406,             0.00406
                 182,            0.022367,            0.017539,            0.022088,             0.73138,             0.67898,             0.74369,             0.60434,            0.017029,           0.0075988,            0.012322,            0.004027,            0.004027,            0.004027
                 183,            0.022414,            0.017535,            0.022181,             0.72605,             0.68185,             0.74411,             0.60452,            0.017021,           0.0075949,            0.012318,            0.003994,            0.003994,            0.003994
                 184,            0.022314,            0.017498,            0.022028,             0.72643,             0.68343,             0.74449,             0.60503,            0.017014,            0.007592,            0.012312,            0.003961,            0.003961,            0.003961
                 185,            0.022322,            0.017482,            0.022019,             0.72403,             0.68546,             0.74483,             0.60531,            0.017006,           0.0075891,            0.012289,            0.003928,            0.003928,            0.003928
                 186,            0.022273,            0.017496,            0.021984,             0.72314,             0.68711,             0.74538,             0.60572,            0.017001,           0.0075859,            0.012268,            0.003895,            0.003895,            0.003895
